element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
Action: TIRES SMOKE as the car peals out.,4368,.,TIRES SMOKE as the car peals out.,Action,TIRES SMOKE as the car peals out.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: BACK TO:,4370,.,BACK TO:,Transition,BACK TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - DAY [REALITY],4372,INT.,INT.  HOSPITAL ROOM - DAY [REALITY],Scene Heading,HOSPITAL ROOM - DAY [REALITY],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: TIGHT ON Will, trying to hold back tears as he talks.",4374,.,"TIGHT ON Will, trying to hold back tears as he talks.",Action,"TIGHT ON Will, trying to hold back tears as he talks.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4376,.,WILL,Character,WILL,0,,False,False
"Dialogue: And we have to take Glenville to avoid all the church traffic, because those damn church people drive too slow.",4377,.,"And we have to take Glenville to avoid all the church traffic, because those damn church people drive too slow.",Dialogue,"And we have to take Glenville to avoid all the church traffic, because those damn church people drive too slow.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: TIGHT ON Edward, enjoying that detail.  He's focused completely on Will's story.",4379,.,"TIGHT ON Edward, enjoying that detail.  He's focused completely on Will's story.",Action,"TIGHT ON Edward, enjoying that detail.  He's focused completely on Will's story.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
I ask...",4381,.,WILL (CONT'D),Action,"WILL (CONT'D)
I ask...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: BACK TO:,4384,.,BACK TO:,Transition,BACK TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: GLENVILLE BLVD. - DAY [STORY VERSION],4386,EXT.,EXT.  GLENVILLE BLVD. - DAY [STORY VERSION],Scene Heading,GLENVILLE BLVD. - DAY [STORY VERSION],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The Chevy slaloms through the Sunday-morning traffic.,4388,.,The Chevy slaloms through the Sunday-morning traffic.,Action,The Chevy slaloms through the Sunday-morning traffic.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (O.S.)
Where are we headed?",4390,.,WILL (O.S.),Action,"WILL (O.S.)
Where are we headed?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
You say...",4393,.,WILL (V.O.),Action,"WILL (V.O.)
You say...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: CHEVY - DAY,4396,INT.,INT.  CHEVY - DAY,Scene Heading,CHEVY - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4398,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: The River!,4399,.,The River!,Dialogue,The River!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will stops short, the traffic backed up.  He HONKS, trying to get around the jam.  But it's no use.",4401,.,"Will stops short, the traffic backed up.  He HONKS, trying to get around the jam.  But it's no use.",Action,"Will stops short, the traffic backed up.  He HONKS, trying to get around the jam.  But it's no use.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Then, up ahead, the cars start moving, shoved aside by massive hands.  It's Karl the Giant, clearing a path by brute force.",4403,.,"Then, up ahead, the cars start moving, shoved aside by massive hands.  It's Karl the Giant, clearing a path by brute force.",Action,"Then, up ahead, the cars start moving, shoved aside by massive hands.  It's Karl the Giant, clearing a path by brute force.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Edward leans out the window and waves.  Karl waves back.,4405,.,Edward leans out the window and waves.  Karl waves back.,Action,Edward leans out the window and waves.  Karl waves back.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: ASHTON RIVER - DAY,4407,EXT.,EXT.  ASHTON RIVER - DAY,Scene Heading,ASHTON RIVER - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The same stretch of the river where it all began.  A CROWD of more than 100 waiting.,4409,.,The same stretch of the river where it all began.  A CROWD of more than 100 waiting.  ,Action,The same stretch of the river where it all began.  A CROWD of more than 100 waiting.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
As we get closer to the river, we see everybody's already there.  And I mean everybody.",4411,.,WILL (V.O.),Action,"WILL (V.O.)
As we get closer to the river, we see everybody's already there.  And I mean everybody.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Amos Calloway is here with the circus folk, including Mr. Soggybottom.  We also find Edward's Mother and Father, the Mayor, and many others from along the way.  No one has aged a day since we saw them last.",4414,.,"Amos Calloway is here with the circus folk, including Mr. Soggybottom.  We also find Edward's Mother and Father, the Mayor, and many others from along the way.  No one has aged a day since we saw them last.",Action,"Amos Calloway is here with the circus folk, including Mr. Soggybottom.  We also find Edward's Mother and Father, the Mayor, and many others from along the way.  No one has aged a day since we saw them last.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: While Ping scans the horizon, Jing nuzzles with her boyfriend, Norther Winslow.  It's Ping who first spots the Chevrolet.",4416,.,"While Ping scans the horizon, Jing nuzzles with her boyfriend, Norther Winslow.  It's Ping who first spots the Chevrolet.",Action,"While Ping scans the horizon, Jing nuzzles with her boyfriend, Norther Winslow.  It's Ping who first spots the Chevrolet.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: PING,4418,.,PING,Character,PING,0,,False,False
Dialogue: He's here!,4419,.,He's here!,Dialogue,He's here!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The crowd CHEERS.  The Ashton marching band PLAYS.  Jenny Hill smiles.  So does the Old Woman.,4421,.,The crowd CHEERS.  The Ashton marching band PLAYS.  Jenny Hill smiles.  So does the Old Woman.,Action,The crowd CHEERS.  The Ashton marching band PLAYS.  Jenny Hill smiles.  So does the Old Woman.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We PUSH IN on the Old Woman's glass eye, where we see...",4423,.,"We PUSH IN on the Old Woman's glass eye, where we see...",Action,"We PUSH IN on the Old Woman's glass eye, where we see...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: YOUNG EDWARD,4425,.,YOUNG EDWARD,Action,YOUNG EDWARD,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: reflected.  This is what he saw.,4427,.,reflected.  This is what he saw.,Action,reflected.  This is what he saw.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: THE CHEVROLET - DAY,4429,INT.,INT.  THE CHEVROLET - DAY,Scene Heading,THE CHEVROLET - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Amazed, Will turns to his father.",4431,.,"Amazed, Will turns to his father.",Action,"Amazed, Will turns to his father.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4433,.,WILL,Character,WILL,0,,False,False
Dialogue: It's unbelievable.,4434,.,It's unbelievable.,Dialogue,It's unbelievable.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4436,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Story of my life.,4437,.,Story of my life.,Dialogue,Story of my life.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: RIVERSIDE - DAY,4439,EXT.,EXT.  RIVERSIDE - DAY,Scene Heading,RIVERSIDE - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will gets out of the Chevrolet, overwhelmed by the crowd.  Behind him, Sandra, Josephine and Dr. Bennett pull up.  Karl comes just after that.",4441,.,"Will gets out of the Chevrolet, overwhelmed by the crowd.  Behind him, Sandra, Josephine and Dr. Bennett pull up.  Karl comes just after that.",Action,"Will gets out of the Chevrolet, overwhelmed by the crowd.  Behind him, Sandra, Josephine and Dr. Bennett pull up.  Karl comes just after that.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Crossing to the passenger side, Will lifts his father out.  Strangely, he's gotten even lighter.  Will carries him easily.",4443,.,"Crossing to the passenger side, Will lifts his father out.  Strangely, he's gotten even lighter.  Will carries him easily.",Action,"Crossing to the passenger side, Will lifts his father out.  Strangely, he's gotten even lighter.  Will carries him easily.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward pulls off his shoes, tying the laces together.  He hands them to Josephine.  She throws them up at the powerline.  They loop over.  APPLAUSE and CHEERS.",4445,.,"Edward pulls off his shoes, tying the laces together.  He hands them to Josephine.  She throws them up at the powerline.  They loop over.  APPLAUSE and CHEERS.",Action,"Edward pulls off his shoes, tying the laces together.  He hands them to Josephine.  She throws them up at the powerline.  They loop over.  APPLAUSE and CHEERS.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The crowd parts to let Will and Edward get to the river.  As he passes, Edward shakes some hands, pats some people on the cheek, and gives others a good poke in the ribs.",4447,.,"The crowd parts to let Will and Edward get to the river.  As he passes, Edward shakes some hands, pats some people on the cheek, and gives others a good poke in the ribs.",Action,"The crowd parts to let Will and Edward get to the river.  As he passes, Edward shakes some hands, pats some people on the cheek, and gives others a good poke in the ribs.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
And the strange thing is, there's not a sad face to be found.  Everyone's just so glad to see you, and send you off right.",4449,.,WILL (V.O.),Action,"WILL (V.O.)
And the strange thing is, there's not a sad face to be found.  Everyone's just so glad to see you, and send you off right.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will walks into the river, up to his knees.  He turns back so his father can face the crowd.  Edward waves.",4452,.,"Will walks into the river, up to his knees.  He turns back so his father can face the crowd.  Edward waves.",Action,"Will walks into the river, up to his knees.  He turns back so his father can face the crowd.  Edward waves.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4454,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Goodbye everybody!  Farewell!  Adieu!,4455,.,Goodbye everybody!  Farewell!  Adieu!,Dialogue,Goodbye everybody!  Farewell!  Adieu!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: THE CROWD (VARIOUS)
Goodbye Edward! / See ya! / We'll miss you!",4457,.,THE CROWD (VARIOUS),Action,"THE CROWD (VARIOUS)
Goodbye Edward! / See ya! / We'll miss you!",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: But one face is missing from the crowd -- Sandra.  Will turns to see she's already standing in the river beside them.,4460,.,But one face is missing from the crowd -- Sandra.  Will turns to see she's already standing in the river beside them.,Action,But one face is missing from the crowd -- Sandra.  Will turns to see she's already standing in the river beside them.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The reflection of the light off the water gives Sandra an unearthly glow.  She's more tranquil and more beautiful than we've ever seen her.,4462,.,The reflection of the light off the water gives Sandra an unearthly glow.  She's more tranquil and more beautiful than we've ever seen her.,Action,The reflection of the light off the water gives Sandra an unearthly glow.  She's more tranquil and more beautiful than we've ever seen her.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4464,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: My girl in the river.,4465,.,My girl in the river.,Dialogue,My girl in the river.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: She kisses him.  He tweaks her chin.  The crowd HOLLERS in approval, but their moment remains strangely private.  Only Will is there to witness.",4467,.,"She kisses him.  He tweaks her chin.  The crowd HOLLERS in approval, but their moment remains strangely private.  Only Will is there to witness.",Action,"She kisses him.  He tweaks her chin.  The crowd HOLLERS in approval, but their moment remains strangely private.  Only Will is there to witness.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As the kiss ends, Edward tries to pull off his wedding ring.  But it's stuck.  Finally, he sucks on it, pulling it free with his teeth.",4469,.,"As the kiss ends, Edward tries to pull off his wedding ring.  But it's stuck.  Finally, he sucks on it, pulling it free with his teeth.",Action,"As the kiss ends, Edward tries to pull off his wedding ring.  But it's stuck.  Finally, he sucks on it, pulling it free with his teeth.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A look to Will, a smile with a glint of gold.  Will takes the ring out of his mouth.",4471,.,"A look to Will, a smile with a glint of gold.  Will takes the ring out of his mouth.",Action,"A look to Will, a smile with a glint of gold.  Will takes the ring out of his mouth.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward suddenly drops out of Will's arms with a SPLASH.  For he's no longer a man, but rather",4473,.,"Edward suddenly drops out of Will's arms with a SPLASH.  For he's no longer a man, but rather",Action,"Edward suddenly drops out of Will's arms with a SPLASH.  For he's no longer a man, but rather",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A FAT CATFISH,4475,.,A FAT CATFISH,Action,A FAT CATFISH,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: swimming at his feet.,4477,.,swimming at his feet.,Action,swimming at his feet.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We watch as the catfish circles, then heads for deeper water, disappearing.",4479,.,"We watch as the catfish circles, then heads for deeper water, disappearing.",Action,"We watch as the catfish circles, then heads for deeper water, disappearing.",0,,False,False
